time,latitude,longitude,mag,id,updated,place,type,geom,state
43:09.2,19.2327,-66.277,3,pr14337006,51:29.3,"85km N of Dorado, Puerto Rico",earthquake,0101000020AD1000007D3F355EBA9150C07AC7293A923B3340,
33:33.6,36.5021,-99.0279,3.7,usb000t2ex,55:10.9,"17km ENE of Mooreland, Oklahoma",earthquake,0101000020AD100000BDE3141DC9C158C02AA913D044404240,Oklahoma
40:54.8,19.1511,-64.5248,3.3,pr14337001,55:48.2,"81km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000363CBD52962150C0F46C567DAE263340,
03/12/2014 7:33,55.1478,-161.127,3.3,usc000t4p3,52:16.1,"45km WSW of Sand Point, Alaska",earthquake,0101000020AD100000F2D24D62102464C0A52C431CEB924B40,
47:08.6,17.534,-92.476,4.5,usb000t2dz,30:23.0,"14km N of Tila, Mexico",earthquake,0101000020AD1000005839B4C8761E57C063105839B4883140,
05:56.1,15.982,-98.432,4.2,usc000tdt3,20:33.7,"53km S of Cuajinicuilapa, Mexico",earthquake,0101000020AD100000CFF753E3A59B58C0115839B4C8F62F40,
03/12/2014 3:28,55.9528,-156.4657,3.5,ak11455374,26:35.8,"54km WNW of Chirikof Island, Alaska",earthquake,0101000020AD100000E9B7AF03E78E63C07DD0B359F5F94B40,
13:54.1,41.8745,-119.6287,3,nn00470343,04:47.3,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B1BFEC9E3CE85DC00E2DB29DEFEF4440,Nevada
19:58.7,19.2203,-64.8533,3,pr14337000,54:09.1,"92km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD100000516B9A779C3650C00E4FAF9465383340,
46:17.8,34.275,-116.73,4.2,usp0005a2s,50:59.0,Southern California,earthquake,0101000020AD1000001F85EB51B82E5DC03333333333234140,California
10:50.8,19.5686,-70.7312,3.6,usb000t2cz,38:15.5,"3km NNE of Palmar Arriba, Dominican Republic",earthquake,0101000020AD10000074B515FBCBAE51C06F8104C58F913340,
57:20.3,37.1054,-104.9393,3,usb000t2bn,29:27.3,"39km W of Trinidad, Colorado",earthquake,0101000020AD1000008048BF7D1D3C5AC0CC7F48BF7D8D4240,Colorado
02/12/2014 20:10,63.5401,-150.9298,3.4,ak11455112,55:37.9,"100km W of Cantwell, Alaska",earthquake,0101000020AD10000044FAEDEBC0DD62C0E9482EFF21C54F40,Alaska
02/12/2014 18:47,55.5781,-161.4929,3.1,usc000t4yr,26:16.4,"68km WNW of Sand Point, Alaska",earthquake,0101000020AD100000598638D6C52F64C0A7E8482EFFC94B40,
25:53.5,36.1767,-97.2641,3,usb000t29e,32:58.7,"12km S of Perry, Oklahoma",earthquake,0101000020AD100000E9B7AF03E75058C0029A081B9E164240,Oklahoma
51:11.6,22.0892,-108.3915,4.3,usb000t260,28:51.0,"171km SE of San Jose del Cabo, Mexico",earthquake,0101000020AD100000931804560E195BC09FCDAACFD5163640,
40:13.5,37.2621,-97.6335,3,usb000t25v,25:55.2,"14km S of Conway Springs, Kansas",earthquake,0101000020AD100000068195438B6858C00B24287E8CA14240,Kansas
04:29.4,35.671,-97.3788,3.4,usb000t22s,25:25.8,"9km ENE of Edmond, Oklahoma",earthquake,0101000020AD10000063EE5A423E5858C0D9CEF753E3D54140,Oklahoma
02/12/2014 9:29,11.5683,-85.9736,4.4,usc000t7cd,20:48.8,"11km NW of Belen, Nicaragua",earthquake,0101000020AD100000AED85F764F7E55C034A2B437F8222740,
01:56.2,16.9289,-100.172,4.1,usc000tdpg,16:08.2,"16km SW of Coyuca de Benitez, Mexico",earthquake,0101000020AD1000005FBA490C020B59C02041F163CCED3040,
31:32.3,13.633,-93.413,4.3,usb000t20k,01:08.4,"161km SW of Puerto Madero, Mexico",earthquake,0101000020AD100000DF4F8D976E5A57C06ABC749318442B40,
20:36.8,41.9226667,-125.9213333,3.21,nc72358826,52:32.0,"135km WSW of Gold Beach, Oregon",earthquake,0101000020AD100000CE0DF21FF77A5FC0DBCD42F119F64440,
01/12/2014 19:41,68.7497,-144.8795,3.1,ak11454347,16:33.9,"74km NNE of Arctic Village, Alaska",earthquake,0101000020AD100000A01A2FDD241C62C0EB73B515FB2F5140,Alaska
57:28.7,36.4955,-99.0834,3.3,usb000t1x1,35:14.1,"12km ENE of Mooreland, Oklahoma",earthquake,0101000020AD100000211FF46C56C558C08195438B6C3F4240,Oklahoma
13:45.4,47.9475,-114.8878,3.5,mb14472169,25:12.0,"50km WSW of Kalispell, Montana",earthquake,0101000020AD100000E25817B7D1B85CC0E17A14AE47F94740,Montana
40:47.4,47.9418,-114.896,3.1,mb14001208,21:43.2,"50km W of Lakeside, Montana",earthquake,0101000020AD100000D34D621058B95CC0B8AF03E78CF84740,Montana
53:44.2,34.9784,-111.7636,3.2,usb000t1i2,03:12.9,"12km NNE of West Sedona, Arizona",earthquake,0101000020AD10000070CE88D2DEF05BC0053411363C7D4140,Arizona
44:06.9,34.9216,-111.6797,3,usb000t1i1,52:44.2,"9km NE of Sedona, Arizona",earthquake,0101000020AD100000D6C56D3480EB5BC02EFF21FDF6754140,Arizona
57:37.0,35.0423,-111.7276,4.7,usb000t1hf,47:51.7,"6km SSW of Kachina Village, Arizona",earthquake,0101000020AD100000742497FF90EE5BC0764F1E166A854140,Arizona
58:27.8,15.0486,-61.3463,4.1,usc000t6yp,07:50.2,"20km S of Berekua, Dominica",earthquake,0101000020AD1000006A4DF38E53AC4EC0D42B6519E2182E40,
01/12/2014 3:33,62.3488,-147.6262,3,ak11453427,14:18.9,"88km NE of Sutton-Alpine, Alaska",earthquake,0101000020AD1000002B1895D4097462C0226C787AA52C4F40,Alaska
01/12/2014 0:10,60.9639,-146.7629,3.8,ak11453391,34:20.4,"29km SW of Valdez, Alaska",earthquake,0101000020AD100000CAC342AD695862C0A54E4013617B4E40,
01/12/2014 0:10,60.9639,-146.7629,3.8,usc000t4qb,44:57.1,"29km SW of Valdez, Alaska",earthquake,0101000020AD100000CAC342AD695862C0A54E4013617B4E40,
59:56.1,44.9888,-111.8663,3.3,mb14382894,24:10.2,"34km S of Virginia City, Montana",earthquake,0101000020AD10000096218E7571F75BC0742497FF907E4640,Montana
46:30.1,19.5247,-156.4638,3.5,usb000t1gd,34:33.7,"50km WSW of Kailua-Kona, Hawaii",earthquake,0101000020AD10000050FC1873D78E63C011363CBD52863340,
51:13.7,18.7994,-64.3376,3.3,pr14334010,16:31.8,"51km NE of Road Town, British Virgin Islands",earthquake,0101000020AD1000004BC8073D9B1550C0226C787AA5CC3240,
25:41.6,19.0463,-64.8574,3,pr14334008,28:25.7,"74km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD100000C9E53FA4DF3650C007CE1951DA0B3340,
18:58.7,35.6727,-97.3788,3.3,usb000t1dy,06:31.7,"9km ENE of Edmond, Oklahoma",earthquake,0101000020AD10000063EE5A423E5858C075029A081BD64140,Oklahoma
24:44.4,36.6028,-97.6068,4,usb000t1de,30:39.3,"25km SSE of Medford, Oklahoma",earthquake,0101000020AD1000009FCDAACFD56658C0B003E78C284D4240,Oklahoma
30/11/2014 08:54,36.6013,-97.7654,3,usb000t2ff,17:19.3,"22km S of Medford, Oklahoma",earthquake,0101000020AD100000F0164850FC7058C0DB8AFD65F74C4240,Oklahoma
30/11/2014 08:35,18.8174,-64.4306,3.3,pr14334006,14:02.7,"48km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000166A4DF38E1B50C01AC05B2041D13240,
30/11/2014 06:59,35.5382,-96.7714,3.6,usb000t1ca,46:56.9,"9km NW of Prague, Oklahoma",earthquake,0101000020AD1000009A081B9E5E3158C0865AD3BCE3C44140,Oklahoma
52:24.0,32.5035,-97.1328,3.4,usb000t1c3,35:03.1,"6km S of Mansfield, Texas",earthquake,0101000020AD1000002A3A92CB7F4858C09CC420B072404040,Texas
48:05.1,11.1029,-86.4754,4.3,usb000t1bt,56:40.7,"68km WSW of San Juan del Sur, Nicaragua",earthquake,0101000020AD1000002D211FF46C9E55C04D840D4FAF342640,
20:47.8,19.0485,-65.0306,3.1,pr14334004,46:42.3,"78km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000007DD0B359F54150C023DBF97E6A0C3340,
48:37.6,40.273,-125.3891667,3.31,nc72358041,08:06.6,"101km WSW of Ferndale, California",earthquake,0101000020AD1000004F4C721BE8585FC06DE7FBA9F1224440,
29/11/2014 21:06,62.5442,-148.058,4.6,ak11452110,19:24.8,"93km NNE of Sutton-Alpine, Alaska",earthquake,0101000020AD10000060E5D022DB8162C0D93D7958A8454F40,Alaska
28:08.1,15.8156,-92.2003,4.1,usb000t1l7,56:34.1,"8km NE of Chicomuselo, Mexico",earthquake,0101000020AD100000E25817B7D10C57C0363CBD5296A12F40,
53:17.1,12.9288,-90.4922,3.7,usc000t61n,33:25.0,"102km SW of Acajutla, El Salvador",earthquake,0101000020AD100000D6C56D34809F56C0B30C71AC8BDB2940,
30:07.9,41.9065,-119.6322,3.35,nn00469953,21:25.8,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000FF21FDF675E85DC079E9263108F44440,Nevada
29/11/2014 11:28,15.286,-91.978,4.2,usb000t1rl,47:37.5,"7km N of San Jose Ojetenan, Guatemala",earthquake,0101000020AD1000003BDF4F8D97FE56C0DF4F8D976E922E40,
29/11/2014 04:14,62.7236,-150.485,4.8,ak11451216,18:13.7,"48km NNW of Talkeetna, Alaska",earthquake,0101000020AD100000EC51B81E85CF62C05BB1BFEC9E5C4F40,Alaska
28/11/2014 16:47,52.3381,-163.077,4.2,usb000t0y5,56:06.0,"269km SE of Akutan, Alaska",earthquake,0101000020AD1000005839B4C8766264C088635DDC462B4A40,
55:51.8,14.135,-92.656,4,usb000t1mt,12:19.4,"64km SW of Ocos, Guatemala",earthquake,0101000020AD100000448B6CE7FB2957C085EB51B81E452C40,
36:36.1,36.6286,-97.981,3,usb000t0un,27:21.2,"27km NNW of Enid, Oklahoma",earthquake,0101000020AD100000115839B4C87E58C0FF21FDF675504240,Oklahoma
41:18.0,34.257,-116.449,3.3,usp0005a2q,50:59.0,Southern California,earthquake,0101000020AD100000DBF97E6ABC1C5DC037894160E5204140,California
36:24.7,8.7379,-77.4897,5.1,usb000t0tf,02:36.0,"34km NW of Acandi, Colombia",earthquake,0101000020AD1000007A36AB3E575F53C0D26F5F07CE792140,
16:58.6,29.359,-102.5222,3.4,usb000t0t9,57:24.6,"87km S of Sanderson, Texas",earthquake,0101000020AD100000287E8CB96BA159C096438B6CE75B3D40,
35:25.9,36.8192,-97.711,3,usb000t0t6,22:56.6,"2km NE of Medford, Oklahoma",earthquake,0101000020AD1000002FDD2406816D58C00D71AC8BDB684240,Oklahoma
14:18.9,19.0048,-65.2229,3.3,pr14332000,59:20.5,"78km N of Culebra, Puerto Rico",earthquake,0101000020AD100000D1915CFE434E50C05305A3923A013340,
17:24.3,19.3694,-65.102,3.4,pr14331007,51:48.5,"115km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000004A0C022B874650C0742497FF905E3340,
59:03.2,19.0659,-64.9684,3,pr14331006,01:43.3,"80km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD100000925CFE43FA3D50C070CE88D2DE103340,
56:35.2,19.117,-64.7362,3.1,pr14331005,59:16.7,"78km N of Road Town, British Virgin Islands",earthquake,0101000020AD1000002CD49AE61D2F50C0CBA145B6F31D3340,
43:30.9,9.1923,-75.2228,4.4,usb000t0rq,51:25.5,"9km SSE of San Juan de Betulia, Colombia",earthquake,0101000020AD1000002063EE5A42CE52C0A60A462575622240,
52:47.6,19.0025,-65.1729,3.1,pr14331002,00:08.1,"77km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000009E5E29CB104B50C0713D0AD7A3003340,
39:22.2,18.035,-102.3651,4.3,usb000t0rl,18:41.7,"15km W of Las Guacamayas, Mexico",earthquake,0101000020AD10000041F163CC5D9759C0295C8FC2F5083240,
27/11/2014 16:17,58.5958,-154.0629,3,ak11450442,59:03.4,"117km N of Larsen Bay, Alaska",earthquake,0101000020AD100000645DDC46034263C0787AA52C434C4D40,Alaska
27/11/2014 12:45,59.9493,-152.7901,3,ak11450395,40:02.0,"57km WNW of Anchor Point, Alaska",earthquake,0101000020AD1000003A92CB7F481963C0E10B93A982F94D40,Alaska
31:13.4,18.2744,-104.3553,4.8,usb000t0le,26:45.7,"83km SSW of Armeria, Mexico",earthquake,0101000020AD1000003411363CBD165AC0BC0512143F463240,
54:23.9,36.5886,-97.8084,3.1,usb000t0hv,26:49.3,"22km NNE of Enid, Oklahoma",earthquake,0101000020AD10000088855AD3BC7358C07A36AB3E574B4240,Oklahoma
26:00.5,8.2386,-104.113,5.4,usb000t0dw,27:51.5,Northern East Pacific Rise,earthquake,0101000020AD100000AC1C5A643B075AC0B5A679C7297A2040,
26/11/2014 19:29,35.8173,-97.4303,3,usb000t0by,02:09.7,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD10000001DE02098A5B58C0AA8251499DE84140,Oklahoma
54:04.4,36.1146,-97.3101,3.1,usb000t0ay,32:51.5,"19km S of Perry, Oklahoma",earthquake,0101000020AD100000569FABADD85358C0910F7A36AB0E4240,Oklahoma
26/11/2014 16:26,62.5175,-152.1026,3,ak11450075,23:34.8,"105km WNW of Talkeetna, Alaska",earthquake,0101000020AD1000003A92CB7F480363C00AD7A3703D424F40,Alaska
56:40.6,35.8153,-97.419,3.3,usb000t09c,40:07.9,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD100000894160E5D05A58C0E3361AC05BE84140,Oklahoma
15:40.5,50.5408,-139.6884,4.7,usb000t08u,49:53.1,West of Vancouver Island,earthquake,0101000020AD10000020D26F5F077661C0A1D634EF38454940,
26/11/2014 10:05,56.5367,-156.2121,4.3,ak11449964,39:37.4,"87km NNW of Chirikof Island, Alaska",earthquake,0101000020AD100000696FF085C98663C0B1E1E995B2444C40,
14:25.8,36.8171,-97.7105,3,usb000t06w,24:33.7,"2km ENE of Medford, Oklahoma",earthquake,0101000020AD100000B6F3FDD4786D58C0E3C798BB96684240,Oklahoma
03:41.8,11.7998,-87.3447,4.4,usb000t06g,06:17.9,"77km SSW of Corinto, Nicaragua",earthquake,0101000020AD10000099BB96900FD655C07DAEB6627F992740,
26/11/2014 05:52,62.1556,-152.0734,3.1,ak11449912,47:49.9,"103km W of Talkeetna, Alaska",earthquake,0101000020AD100000D8F0F44A590263C0F9A067B3EA134F40,Alaska
26/11/2014 05:06,65.6479,-136.5812,3.5,ak11449902,11:38.8,"213km SSW of Fort McPherson, Canada",earthquake,0101000020AD100000ED0DBE30991261C005C58F3177695040,
26/11/2014 03:47,53.712,-161.0071,4,usb000t055,47:07.5,"152km SW of Chernabura Island, Alaska",earthquake,0101000020AD100000A779C7293A2064C04160E5D022DB4A40,
32:55.2,36.8106,-97.8672,3.5,usb000t039,44:11.8,"11km W of Medford, Oklahoma",earthquake,0101000020AD100000D6C56D34807758C09D11A5BDC1674240,Oklahoma
04:21.8,35.8184,-97.4304,3.4,usb000t021,44:24.8,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD100000B30C71AC8B5B58C0F085C954C1E84140,Oklahoma
25/11/2014 14:43,36.8201,-97.7191,3.6,usb000szvm,30:08.9,"1km NE of Medford, Oklahoma",earthquake,0101000020AD1000006EA301BC056E58C08CB96B09F9684240,Oklahoma
19:18.2,34.956,-111.7683,3.5,usb000szts,56:51.5,"9km N of Sedona, Arizona",earthquake,0101000020AD1000001361C3D32BF15BC0ED7C3F355E7A4140,Arizona
34:49.4,18.1103,-67.9294,3.2,pr14329001,22:27.2,"72km SE of Punta Cana, Dominican Republic",earthquake,0101000020AD100000C139234A7BFB50C0B1BFEC9E3C1C3240,
32:44.6,41.8988,-119.6266,3.45,nn00469410,24:13.8,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD1000001CEBE2361AE85DC089D2DEE00BF34440,Nevada
34:31.3,58.9508,-134.7676,3.2,usc000t3la,24:49.0,"49km SE of Haines, Alaska",earthquake,0101000020AD1000001B0DE02D90D860C0B6847CD0B3794D40,Alaska
25/11/2014 02:30,18.8871,-64.9814,3,pr14329000,27:26.8,"60km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD100000D712F241CF3E50C0174850FC18E33240,
43:39.3,36.8567,-97.8444,3,usb000szrj,58:28.7,"11km WNW of Medford, Oklahoma",earthquake,0101000020AD100000832F4CA60A7658C0D93D7958A86D4240,Oklahoma
16:51.7,35.8167,-97.4363,3,usb000szqn,16:56.0,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD100000ABCFD556EC5B58C0545227A089E84140,Oklahoma
37:03.7,19.4375,-64.523,3.4,pr14328020,01:36.9,"113km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000B6F3FDD4782150C00000000000703340,
25:52.2,18.8575,-63.9987,3.3,pr14328021,55:20.9,"81km NE of Road Town, British Virgin Islands",earthquake,0101000020AD100000F241CF66D5FF4FC0EC51B81E85DB3240,
17:03.9,18.6937,-68.8059,3.7,pr14328019,06:25.5,"13km NW of Salvaleon de Higuey, Dominican Republic",earthquake,0101000020AD1000002BF697DD933351C0363CBD5296B13240,
05:57.5,36.8728,-98.3353,3.7,usb000szm7,19:21.3,"13km N of Cherokee, Oklahoma",earthquake,0101000020AD1000005396218E759558C072F90FE9B76F4240,Oklahoma
27:05.8,19.2576,-64.3431,3.7,pr14328018,24:50.9,"97km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD1000007DD0B359F51550C01973D712F2413340,
24/11/2014 14:18,58.0899,-155.0073,3,ak11448579,58:32.1,"86km NW of Larsen Bay, Alaska",earthquake,0101000020AD10000058A835CD3B6063C088F4DBD7810B4D40,Alaska
08:10.3,36.3264,-97.5278,3,usb000szjv,21:19.2,"21km W of Perry, Oklahoma",earthquake,0101000020AD1000000BB5A679C76158C00BB5A679C7294240,Oklahoma
39:22.8,14.923,-97.498,4.4,usb000szjb,50:20.5,"112km SSW of Puerto Escondido, Mexico",earthquake,0101000020AD1000001C5A643BDF5F58C07F6ABC7493D82D40,
48:53.4,19.5418,-156.3588,3.1,usb000szhr,32:11.9,"39km WSW of Kailua-Kona, Hawaii",earthquake,0101000020AD100000C139234A7B8B63C009F9A067B38A3340,
24/11/2014 08:28,35.816,-97.433,3.5,usb000szhn,12:10.8,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD100000C0CAA145B65B58C09CC420B072E84140,Oklahoma
17:17.4,36.118,-97.2475,3,usb000szh4,56:42.4,"17km W of Stillwater, Oklahoma",earthquake,0101000020AD100000A4703D0AD74F58C0C976BE9F1A0F4240,Oklahoma
55:53.7,36.327,-97.5289,3.4,usb000szgt,09:34.9,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000AEB6627FD96158C060E5D022DB294240,Oklahoma
36:08.6,36.3276,-97.531,3.8,usb000szgm,10:10.5,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000448B6CE7FB6158C0B515FBCBEE294240,Oklahoma
24/11/2014 06:33,53.5205,-165.1565,3.5,usc000t3kv,51:53.0,"79km SSE of Akutan, Alaska",earthquake,0101000020AD1000005EBA490C02A564C0B4C876BE9FC24A40,
16:35.8,19.17,-64.3273,3,pr14328015,06:16.5,"88km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000C5FEB27BF21450C0EC51B81E852B3340,
23:35.6,19.5109,-64.5264,3.4,pr14328002,46:27.3,"121km N of Road Town, British Virgin Islands",earthquake,0101000020AD1000005227A089B02150C0C286A757CA823340,
22:33.9,19.0615,-64.0392,3,pr14328004,06:06.3,"93km NE of Road Town, British Virgin Islands",earthquake,0101000020AD1000003480B740820250C039B4C876BE0F3340,
17:36.7,19.2103,-64.3618,3.1,pr14328012,02:15.5,"91km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD10000057EC2FBB271750C04B598638D6353340,
14:11.3,19.2105,-64.3715,3.2,pr14328014,22:18.5,"91km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000B29DEFA7C61750C0D9CEF753E3353340,
52:33.2,19.4762,-64.397,3.2,pr14328009,08:22.6,"119km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000C420B072681950C0EE5A423EE8793340,
47:58.9,19.377,-64.4004,3.6,pr14328001,51:30.1,"108km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD10000061545227A01950C08D976E1283603340,
32:32.7,19.031,-64.3543,3.2,pr14328007,47:14.1,"73km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000423EE8D9AC1650C00E2DB29DEF073340,
30:10.3,18.9993,-64.2908,3.2,pr14328006,44:33.2,"73km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000516B9A779C1250C08FE4F21FD2FF3240,
28:21.1,19.5009,-64.5824,3.2,pr14328005,41:36.9,"120km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000304CA60A462550C000917EFB3A803340,
23:33.8,19.1394,-64.3865,3.5,pr14328013,11/12/2014 1:48,"83km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000DBF97E6ABC1850C0F90FE9B7AF233340,
16:13.6,19.097,-64.287,3.4,pr14328008,12:52.9,"82km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000ED7C3F355E1250C046B6F3FDD4183340,
08:02.3,19.447,-64.362,3.4,pr14328000,58:19.8,"117km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000BA490C022B1750C0DF4F8D976E723340,
01:44.7,13.8227,-91.9912,4.6,usb000szex,42:27.5,"53km S of Champerico, Guatemala",earthquake,0101000020AD100000E5F21FD26FFF56C0A1D634EF38A52B40,
59:40.9,41.8735,-119.6275,3.1,nn00469176,21:12.8,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD1000005C8FC2F528E85DC02B8716D9CEEF4440,Nevada
23/11/2014 21:22,60.4834,-151.1591,3.2,ak11448307,06:20.3,"5km W of Soldotna, Alaska",earthquake,0101000020AD1000006519E25817E562C076711B0DE03D4E40,Alaska
04:17.4,13.5509,-90.0829,4.3,usb000szdq,44:25.8,"28km W of Acajutla, El Salvador",earthquake,0101000020AD100000A835CD3B4E8556C099BB96900F1A2B40,
35:39.8,19.4265,-155.26,3.3,hv60805876,47:54.4,"2km WSW of Volcano, Hawaii",earthquake,0101000020AD100000B81E85EB516863C077BE9F1A2F6D3340,Hawaii
23/11/2014 17:32,60.449,-151.0377,4.1,ak11448282,17:48.1,"4km SSE of Soldotna, Alaska",earthquake,0101000020AD100000E561A1D634E162C0B6F3FDD478394E40,Alaska
50:48.0,43.8645,-128.4685,4.9,usb000szac,34:43.7,Off the coast of Oregon,earthquake,0101000020AD100000A245B6F3FD0E60C02DB29DEFA7EE4540,
32:10.7,43.7536,-128.4602,3.3,usc000t42a,05:46.2,Off the coast of Oregon,earthquake,0101000020AD100000D0B359F5B90E60C0FF21FDF675E04540,
01:25.1,43.8195,-128.5466,5.2,usb000sz9m,29:19.3,Off the coast of Oregon,earthquake,0101000020AD100000CC7F48BF7D1160C037894160E5E84540,
51:38.8,43.9011,-128.3407,3.4,usc000t42g,27:13.4,Off the coast of Oregon,earthquake,0101000020AD100000E9B7AF03E70A60C07A36AB3E57F34540,
50:23.2,35.4947,-97.2623,3,usb000sz7i,00:04.5,"0km ESE of Choctaw, Oklahoma",earthquake,0101000020AD100000696FF085C95058C065AA605452BF4140,Oklahoma
25:58.4,36.8291,-97.8669,3.4,usb000sz7q,59:16.8,"12km WNW of Medford, Oklahoma",earthquake,0101000020AD100000C139234A7B7758C08A8EE4F21F6A4240,Oklahoma
35:45.5,43.8513,-128.2968,4.2,usb000sz6t,33:58.4,Off the coast of Oregon,earthquake,0101000020AD1000007DAEB6627F0960C0DB8AFD65F7EC4540,
25:20.7,43.906,-128.1006,3.7,usc000t42j,57:53.3,Off the coast of Oregon,earthquake,0101000020AD10000048BF7D1D380360C08816D9CEF7F34540,
15:47.8,32.8346,-96.8932,3.3,usb000sz6q,39:17.2,"5km ENE of Irving, Texas",earthquake,0101000020AD100000613255302A3958C0ED9E3C2CD46A4040,Texas
04:59.9,18.6763,-68.4657,3.4,pr14326004,47:01.3,"16km SW of Salvaleon de Higuey, Dominican Republic",earthquake,0101000020AD100000D26F5F07CE1D51C0E9482EFF21AD3240,
26:29.4,31.8078333,-115.716,3.41,ci37063519,59:42.5,"98km SSW of Calexico, California",earthquake,0101000020AD100000E8FBA9F1D2ED5CC0A81EC429CECE3F40,
22/11/2014 19:33,62.9883,-149.8794,3.2,ak11447880,35:00.6,"64km SW of Cantwell, Alaska",earthquake,0101000020AD1000004703780B24BC62C08351499D807E4F40,Alaska
31:34.8,36.5947,-97.6484,3.1,usb000sz35,09:22.6,"24km SSE of Medford, Oklahoma",earthquake,0101000020AD1000007DAEB6627F6958C032772D211F4C4240,Oklahoma
58:05.4,19.8225,-156.2077,3.3,hv60805476,39:14.0,"25km WNW of Kalaoa, Hawaii",earthquake,0101000020AD100000226C787AA58663C0C3F5285C8FD23340,
54:45.6,36.6375,-97.7712,3,usb000sz08,39:13.6,"19km S of Medford, Oklahoma",earthquake,0101000020AD10000036AB3E575B7158C09A99999999514240,Oklahoma
36:06.3,36.64,-97.7734,3.5,usb000syzy,34:00.2,"18km S of Medford, Oklahoma",earthquake,0101000020AD1000007DAEB6627F7158C052B81E85EB514240,Oklahoma
11:17.2,18.9316,-65.2454,3.2,pr14326001,26:40.8,"69km N of Culebra, Puerto Rico",earthquake,0101000020AD1000000F9C33A2B44F50C01FF46C567DEE3240,
22/11/2014 11:31,63.4463,-149.2091,3.3,ak11447396,08:19.6,"14km WNW of Cantwell, Alaska",earthquake,0101000020AD100000FFB27BF2B0A662C0371AC05B20B94F40,Alaska
22/11/2014 09:39,36.7562,-97.5783,3.7,usb000syy7,09:19.2,"14km ESE of Medford, Oklahoma",earthquake,0101000020AD100000B7D100DE026558C01B9E5E29CB604240,Oklahoma
52:24.8,16.031,-98.676,4.1,usb000t1mr,59:22.4,"54km S of Tecoanapa, Mexico",earthquake,0101000020AD1000002506819543AB58C00E2DB29DEF073040,
22/11/2014 08:37,52.7896,-161.3405,3.2,usb000t0el,39:35.6,"251km SSW of Chernabura Island, Alaska",earthquake,0101000020AD10000037894160E52A64C0F775E09C11654A40,
41:11.6,41.8538,-119.5936,3.8,nn00469018,21:50.5,"72km ESE of Lakeview, Oregon",earthquake,0101000020AD100000F5B9DA8AFDE55DC093A9825149ED4440,Nevada
39:48.8,14.1903,-91.8247,4.3,usb000sywe,36:02.3,"15km SE of Champerico, Guatemala",earthquake,0101000020AD100000B84082E2C7F456C08CDB68006F612C40,
40:22.5,41.8718,-119.6127,3.55,nn00468980,48:26.9,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD10000097900F7A36E75DC08F53742497EF4440,Nevada
22/11/2014 02:39,36.1182,-97.4354,3.1,usb000syzh,39:58.6,"23km SW of Perry, Oklahoma",earthquake,0101000020AD1000006B2BF697DD5B58C09031772D210F4240,Oklahoma
05:39.0,41.8662,-119.6074,3.05,nn00468956,25:18.0,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD100000C9E53FA4DFE65DC0C9E53FA4DFEE4440,Nevada
22/11/2014 00:08,18.279,-100.84,4.1,usb000t1wh,38:35.0,"20km WSW of Ciudad Altamirano, Mexico",earthquake,0101000020AD100000F6285C8FC23559C08195438B6C473240,
15:51.6,12.8894,-88.3055,4.3,usc000t3xv,18:34.9,"40km SSW of Chirilagua, El Salvador",earthquake,0101000020AD100000643BDF4F8D1356C0F31FD26F5FC72940,
20:28.2,41.8729,-119.611,4.03,nn00468854,50:42.5,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD100000C976BE9F1AE75DC0D656EC2FBBEF4440,Nevada
